legal	190
loan	190
save	190
son	190
suppli	190
weapon	190
pass	189
social	189
british	188
clear	188
moscow	188
present	188
store	187
conduct	186
join	186
wound	186
convent	185
incom	185
remov	184
complet	183
earn	183
hundr	183
perform	183
speak	183
speech	183
educ	182
publish	182
better	181
letter	181
senior	181
deficit	180
wall	180
ground	179
park	179
period	179
process	179
accid	178
final	178
governor	178
quot	178
stand	178
richard	177
design	176
direct	176
iran	176
suffer	176
advanc	175
book	175
isra	175
poll	175
sold	175
space	175
woman	175
count	174
custom	174
pound	174
view	174
evid	173
injur	173
northern	173
situat	173
agricultur	172
done	172
financ	172
gold	172
happen	172
pilot	172
award	171
deputi	171
european	171
race	171
seen	171
survey	171
thought	171
civil	170
document	170
investor	170
emerg	169
guard	169
movement	169
young	169
amount	168
farm	168
island	168
mother	168
st	168
anonym	167
bomb	167
corpor	167
suprem	167
violenc	167
african	166
airport	166
drive	166
identifi	166
let	166
post	166
old	165
previou	165
ban	164
despit	164
friend	164
launch	164
primari	164
date	163
gulf	163
paid	163
promis	163
reserv	163
saudi	163
broadcast	162
team	162
film	161
fair	160
brought	159
consum	159
defend	159
fear	159
shoot	159
societi	159
detail	158
equip	158
express	158
lo	158
oppos	158
panel	158
review	158
safeti	158
summer	158
full	157
summit	157
angel	156
challeng	156
constitut	156
navi	156
profit	156
resign	156
there	156
voter	156
cover	155
determin	155
diplomat	155
januari	155
pressur	155
prosecutor	155
abl	154
cash	154
command	154
declar	154
employ	154
favor	154
network	154
reject	154
china	153
commit	153
electr	153
novemb	153
rang	153
realli	153
agent	152
benefit	152
contribut	152
cooper	152
decemb	152
export	152
threat	152
appar	151
matter	151
he	150
hostag	150
initi	150
jail	150
aug	149
contra	149
quarter	149
grant	148
middl	148
minut	148
spent	148
suspect	148
arab	147
august	147
border	147
environment	147
juri	147
stay	147
age	146
david	146
debt	146
describ	146
jr	146
chicago	145
grow	145
nomin	145
oct	145
palestinian	145
ralli	145
colleg	144
doctor	144
engin	144
establish	144
heart	144
ii	144
ill	144
standard	144
ton	144
urg	144
walk	144
avail	143
citizen	143
french	143
inflat	143
maintain	143
mayor	143
role	143
septemb	143
seriou	143
trip	143
coast	142
king	142
panama	142
secret	142
staff	142
cant	141
doesnt	141
insur	141
key	141
kind	141
nuclear	141
push	141
spoke	141
baker	140
britain	140
crimin	140
februari	140
histori	140
ministri	140
popul	140
separ	140
wit	140
collect	139
common	139
practic	139
read	139
replac	139
respond	139
river	139
success	139
word	139
congression	138
light	138
paul	138
threaten	138
daili	137
pm	137
prevent	137
testifi	137
affect	136
break	136
debat	136
disput	136
energi	136
illeg	136
pentagon	136
chanc	135
diseas	135
embassi	135
jone	135
liber	135
octob	135
send	135
nine	134
nov	134
purchas	134
site	134
aircraft	133
dec	133
delay	133
enforc	133
guilti	133
indict	133
occur	133
spokeswoman	133
advis	132
affair	132
asset	132
blame	132
block	132
gov	132
jan	132
mission	132
red	132
road	132
star	132
alli	131
art	131
dealer	131
exist	131
game	131
lose	131
manufactur	131
missil	131
refer	131
soon	131
watch	131
crowd	130
enter	130
fact	130
field	130
growth	130
mexico	130
settlement	130
contain	129
ga	129
minor	129
transport	129
treati	129
answer	128
degre	128
estat	128
patient	128
dozen	127
facil	127
permit	127
properti	127
address	126
contend	126
crash	126
lawsuit	126
paper	126
rel	126
un	126
contact	125
dead	125
do	125
fine	125
hotel	125
incid	125
lawmak	125
room	125
season	125
suit	125
passeng	124
poor	124
burn	123
civilian	123
crisi	123
idea	123
materi	123
messag	123
music	123
particip	123
saw	123
sept	123
seri	123
tie	123
child	122
credit	122
gun	122
wrote	122
brief	121
commerci	121
economist	121
heat	121
potenti	121
seat	121
trust	121
biggest	120
search	120
stage	120
sure	120
volum	120
apart	119
battl	119
club	119
decad	119
expens	119
heavi	119
joint	119
korea	119
testimoni	119
bar	118
brother	118
cathol	118
fbi	118
feet	118
guerrilla	118
hard	118
packag	118
payment	118
recommend	118
stori	118
teacher	118
cours	117
individu	117
latest	117
learn	117
rain	117
tape	117
ticket	117
wait	117
weather	117
weve	117
m	116
movi	116
natur	116
origin	116
own	116
cross	115
difficult	115
door	115
ohio	115
progress	115
sought	115
amend	114
danger	114
daughter	114
kennedi	114
popular	114
rest	114
theyr	114
tokyo	114
bu	113
event	113
fiscal	113
handl	113
love	113
treatment	113
florida	112
forecast	112
freedom	112
injuri	112
smith	112
treasuri	112
crew	111
fitzwat	111
fli	111
pick	111
cocain	110
entir	110
grand	110
jewish	110
magazin	110
retir	110
boy	109
broke	109
cite	109
divis	109
dr	109
due	109
father	109
fuel	109
headquart	109
impos	109
low	109
owner	109
readi	109
signific	109
troubl	109
worth	109
assembl	108
coupl	108
immigr	108
reflect	108
target	108
territori	108
treat	108
withdraw	108
avoid	107
destroy	107
distribut	107
husband	107
parliament	107
resolut	107
wide	107
bob	106
calif	106
christian	106
domest	106
editor	106
noriega	106
villag	106
wind	106
class	105
confirm	105
expert	105
predict	105
singl	105
thoma	105
trader	105
acknowledg	104
desert	104
floor	104
leadership	104
nationwid	104
reduct	104
settl	104
specif	104
wage	104
afternoon	103
approach	103
girl	103
lack	103
restrict	103
adopt	102
short	102
bad	101
dow	101
insid	101
massachusett	101
neighbor	101
spread	101
tank	101
b	100
explos	100
francisco	100
gather	100
round	100
vehicl	100
activist	99
indian	99
ive	99
normal	99
shop	99
victori	99
worri	99
acr	98
arabia	98
boston	98
feb	98
invas	98
korean	98
longer	98
media	98
mees	98
moslem	98
risk	98
scientist	98
blood	97
charl	97
democraci	97
frank	97
inch	97
necessari	97
nicaragua	97
tradit	97
wast	97
weekend	97
consult	96
find	96
object	96
revenu	96
rock	96
shortli	96
smoke	96
truck	96
abort	95
actual	95
anim	95
appli	95
built	95
complain	95
construct	95
homeless	95
link	95
nbc	95
northwest	95
pictur	95
shuttl	95
soybean	95
surviv	95
abus	94
attent	94
camp	94
chemic	94
intend	94
j	94
joseph	94
jump	94
mikhail	94
motor	94
opportun	94
sandinista	94
sever	94
temperatur	94
tv	94
wont	94
argu	93
assault	93
currenc	93
disclos	93
hurt	93
introduc	93
plead	93
promot	93
sanction	93
tree	93
understand	93
write	93
check	92
dole	92
encourag	92
even	92
failur	92
kept	92
ounc	92
bushel	91
corn	91
locat	91
monitor	91
occupi	91
safe	91
subject	91
acquir	90
finish	90
hill	90
mandela	90
mass	90
observ	90
pacif	90
penalti	90
terrorist	90
transfer	90
admit	89
fraud	89
gasolin	89
gen	89
helicopt	89
pari	89
remark	89
resourc	89
restor	89
unchang	89
bentsen	88
cb	88
commerc	88
knew	88
provis	88
slow	88
specul	88
aim	87
cabinet	87
coalit	87
deliv	87
driver	87
expand	87
extend	87
fourth	87
heard	87
impact	87
influenc	87
mind	87
quickli	87
valley	87
written	87
ahead	86
connect	86
fee	86
forward	86
iranian	86
jet	86
la	86
provinc	86
rural	86
signal	86
slightli	86
takeov	86
abc	85
arrang	85
choic	85
fish	85
leftist	85
opinion	85
rank	85
recov	85
spring	85
access	84
ambassador	84
crop	84
examin	84
experi	84
gop	84
memori	84
obtain	84
pope	84
professor	84
subcommitte	84
appoint	83
data	83
depend	83
india	83
lift	83
persian	83
prove	83
saddam	83
struggl	83
surpris	83
wasnt	83
assur	82
boat	82
competit	82
felt	82
flood	82
hire	82
huge	82
nearbi	82
sound	82
tour	82
way	82
aboard	81
cuban	81
draft	81
elimin	81
fill	81
martin	81
recess	81
resist	81
retail	81
select	81
sharpli	81
structur	81
technolog	81
vietnam	81
yield	81
basi	80
chines	80
earth	80
edward	80
italian	80
ran	80
sea	80
sit	80
babi	79
c	79
cancer	79
centuri	79
correct	79
devic	79
formal	79
greater	79
iii	79
illinoi	79
lake	79
lt	79
mine	79
oppon	79
pledg	79
respect	79
strength	79
turkey	79
columbia	78
goal	78
miss	78
nomine	78
pact	78
personnel	78
pull	78
quit	78
virginia	78
virtual	78
actor	77
atlanta	77
captur	77
duti	77
highest	77
l	77
partner	77
roman	77
set	77
theater	77
wouldnt	77
yard	77
your	77
brown	76
celebr	76
chrysler	76
complaint	76
gallon	76
gone	76
insist	76
intent	76
miami	76
nasa	76
religi	76
tass	76
wrong	76
argument	75
basic	75
bought	75
canada	75
conflict	75
danc	75
doubt	75
factori	75
guarante	75
loui	75
regist	75
resolv	75
voic	75
berlin	74
complex	74
defeat	74
draw	74
everybodi	74
ford	74
mecham	74
born	73
collaps	73
contractor	73
dismiss	73
e	73
fatal	73
jim	73
johnson	73
peter	73
philippin	73
recal	73
thompson	73
barrel	72
beach	72
boost	72
confid	72
deliveri	72
eas	72
foot	72
goe	72
machin	72
mountain	72
percentag	72
photograph	72
platform	72
prompt	72
r	72
section	72
suspend	72
tabl	72
weak	72
welcom	72
bureau	71
consider	71
england	71
forest	71
henri	71
lebanon	71
marin	71
regard	71
relationship	71
scene	71
shift	71
strateg	71
thatcher	71
bishop	70
canadian	70
carrier	70
climb	70
cuba	70
eventu	70
fled	70
graduat	70
grain	70
nato	70
recogn	70
rival	70
subsidiari	70
beat	69
carolina	69
d	69
dress	69
drought	69
factor	69
lie	69
museum	69
pretti	69
restaur	69
riot	69
sponsor	69
storm	69
swiss	69
technic	69
ballot	68
cancel	68
combat	68
houston	68
journalist	68
kid	68
neighborhood	68
notic	68
piec	68
prospect	68
racial	68
repeat	68
sens	68
snow	68
unabl	68
christma	67
crude	67
directli	67
guy	67
highway	67
jew	67
mail	67
port	67
size	67
squar	67
statu	67
substanti	67
traffic	67
troy	67
veteran	67
viru	67
bankruptci	66
bargain	66
cloth	66
downtown	66
dump	66
god	66
humphrey	66
mph	66
quayl	66
rescu	66
smaller	66
southwest	66
sport	66
spot	66
twice	66
winter	66
band	65
blue	65
career	65
clean	65
cultur	65
domin	65
isnt	65
legislatur	65
pollut	65
previous	65
procedur	65
resum	65
speaker	65
task	65
util	65
attract	64
behalf	64
box	64
clearli	64
compromis	64
cook	64
disast	64
eye	64
featur	64
h	64
honor	64
hussein	64
interior	64
item	64
jersey	64
mention	64
merger	64
salari	64
stake	64
warrant	64
wave	64
appropri	63
barri	63
ceremoni	63
composit	63
conclud	63
copi	63
davi	63
deploy	63
discov	63
donat	63
explain	63
foundat	63
innoc	63
model	63
oust	63
poland	63
rout	63
surgeri	63
wood	63
abil	62
buyout	62
couldnt	62
dc	62
deadlin	62
donald	62
earthquak	62
freed	62
instal	62
jack	62
larger	62
mount	62
simpli	62
submit	62
abandon	61
acquisit	61
counsel	61
drink	61
f	61
hot	61
immun	61
lee	61
northeast	61
prize	61
proceed	61
qualiti	61
radic	61
sector	61
singer	61
speed	61
steel	61
track	61
unemploy	61
will	61
wine	61
wing	61
bear	60
clash	60
halt	60
inmat	60
patrol	60
pend	60
plo	60
prosecut	60
seiz	60
shamir	60
terror	60
walter	60
wheat	60
widespread	60
winner	60
worst	60
advertis	59
audienc	59
auto	59
awar	59
boe	59
cold	59
coup	59
dan	59
electron	59
fed	59
fifth	59
firefight	59
net	59
plea	59
presenc	59
scienc	59
sexual	59
socialist	59
strip	59
temporari	59
youth	59
atlant	58
bird	58
card	58
certainli	58
chamber	58
combin	58
detroit	58
dog	58
doubl	58
drexel	58
epa	58
invit	58
milken	58
punish	58
repeatedli	58
restructur	58
sharehold	58
stephen	58
struck	58
transact	58
true	58
type	58
accord	57
conspiraci	57
essenti	57
evacu	57
exercis	57
exil	57
extrem	57
fulli	57
infect	57
moment	57
perman	57
santa	57
spain	57
teach	57
tension	57
vessel	57
veto	57
abroad	56
academi	56
aggress	56
allegedli	56
anderson	56
aoun	56
bridg	56
commod	56
ec	56
edg	56
environ	56
escap	56
hong	56
implement	56
mississippi	56
page	56
purpos	56
refuge	56
revolut	56
rocket	56
silver	56
solidar	56
stem	56
surround	56
tough	56
version	56
articl	55
contest	55
continent	55
ensur	55
entertain	55
heavili	55
hijack	55
kidnap	55
metal	55
option	55
politician	55
rev	55
roll	55
strengthen	55
alcohol	54
altern	54
anniversari	54
apartheid	54
beirut	54
broker	54
buyer	54
cell	54
circuit	54
convers	54
fighter	54
harri	54
intellig	54
ir	54
kansa	54
laboratori	54
languag	54
margin	54
offens	54
pose	54
quak	54
tactic	54
transit	54
andrew	53
artist	53
ceasefir	53
convinc	53
detect	53
elector	53
error	53
fort	53
hall	53
itali	53
journal	53
keat	53
kong	53
medicin	53
mistak	53
modern	53
motiv	53
neg	53
permiss	53
relief	53
simon	53
tent	53
tom	53
trend	53
unusu	53
wear	53
wish	53
wright	53
adult	52
applic	52
bit	52
caught	52
cigarett	52
endors	52
equal	52
ethnic	52
explor	52
focus	52
haiti	52
holiday	52
inventori	52
listen	52
lock	52
match	52
method	52
milit	52
moder	52
nyse	52
olymp	52
paint	52
profession	52
serious	52
sister	52
statist	52
stood	52
stress	52
teenag	52
upris	52
writer	52
arthur	51
chain	51
condemn	51
deep	51
egypt	51
fast	51
frequent	51
gaza	51
global	51
histor	51
jess	51
lithuania	51
mitchel	51
moral	51
plung	51
prioriti	51
rare	51
renew	51
russian	51
satellit	51
shout	51
shown	51
stabil	51
vacat	51
van	51
vatican	51
amid	50
assign	50
attribut	50
compens	50
english	50
ethic	50
gang	50
hair	50
inspect	50
manhattan	50
mari	50
marshal	50
mortgag	50
nurs	50
philadelphia	50
plain	50
player	50
politburo	50
prais	50
song	50
thrift	50
weekli	50
wilson	50
chip	49
colleagu	49
creditor	49
fellow	49
fla	49
havent	49
lincoln	49
nazi	49
nj	49
ny	49
partnership	49
portion	49
pursu	49
regim	49
rent	49
robertson	49
sharp	49
shipment	49
shortag	49
shut	49
solut	49
sort	49
southeast	49
split	49
urban	49
use	49
absolut	48
ap	48
arizona	48
assassin	48
aviat	48
balanc	48
cabl	48
drove	48
flew	48
garden	48
green	48
imag	48
islam	48
leagu	48
monthli	48
premier	48
probe	48
reaction	48
souter	48
subsidi	48
ten	48
user	48
w	48
worldwid	48
achiev	47
advoc	47
alabama	47
alan	47
att	47
baghdad	47
chamorro	47
col	47
color	47
daniel	47
expir	47
extens	47
flag	47
giant	47
highli	47
leak	47
motion	47
nicaraguan	47
obvious	47
overnight	47
pac	47
particular	47
partli	47
path	47
rape	47
ray	47
realiz	47
regular	47
revers	47
ring	47
scale	47
score	47
solv	47
suburb	47
taxpay	47
va	47
walsh	47
warm	47
anc	46
assum	46
birth	46
broken	46
capabl	46
ceausescu	46
choos	46
dalla	46
detain	46
dri	46
el	46
enemi	46
explod	46
fought	46
grew	46
hail	46
howard	46
ice	46
irish	46
michigan	46
miner	46
minnesota	46
ortega	46
pace	46
prefer	46
reportedli	46
rifl	46
shell	46
strategi	46
su	46
succeed	46
tear	46
actress	45
aliv	45
allianc	45
baltimor	45
bed	45
burden	45
carter	45
chosen	45
client	45
commission	45
consist	45
controversi	45
crack	45
disappoint	45
display	45
gephardt	45
hampshir	45
hispan	45
ireland	45
kremlin	45
maker	45
marri	45
municip	45
oklahoma	45
opec	45
p	45
pennsylvania	45
promin	45
royal	45
slay	45
stone	45
surg	45
survivor	45
thank	45
tire	45
video	45
window	45
aquino	44
baltic	44
borrow	44
capac	44
champion	44
compet	44
curfew	44
dramat	44
eat	44
garbag	44
hondura	44
intens	44
ira	44
judgment	44
mexican	44
mix	44
nelson	44
outnumb	44
petit	44
phone	44
repli	44
socal	44
speci	44
steven	44
stolen	44
throw	44
unif	44
verdict	44
add	43
allen	43
antonio	43
attitud	43
barrier	43
belong	43
bone	43
coloni	43
colorado	43
creek	43
denver	43
dinner	43
disappear	43
dougla	43
elig	43
faa	43
faith	43
feed	43
georgia	43
ignor	43
klerk	43
lay	43
licens	43
massiv	43
maximum	43
murphi	43
n	43
outcom	43
oversea	43
plastic	43
plot	43
possess	43
railroad	43
reveal	43
rumor	43
rush	43
angola	42
ann	42
capitol	42
clark	42
custodi	42
czechoslovakia	42
dakota	42
decre	42
dictat	42
disney	42
edit	42
fda	42
focu	42
geneva	42
gore	42
harvest	42
hunt	42
id	42
nixon	42
reynold	42
sgt	42
shield	42
sleep	42
superior	42
sweep	42
symbol	42
syrian	42
taylor	42
tobacco	42
touch	42
uniti	42
venu	42
walesa	42
amnesti	41
auction	41
banker	41
bloc	41
bradley	41
broad	41
cattl	41
charter	41
coverag	41
cuomo	41
deposit	41
discount	41
dissid	41
drew	41
exactli	41
hostil	41
iowa	41
joe	41
lewi	41
longterm	41
lowest	41
mainli	41
midnight	41
mike	41
physic	41
ronald	41
scandal	41
shape	41
sheriff	41
shultz	41
sing	41
straight	41
strongli	41
toll	41
traffick	41
what	41
atmospher	40
blast	40
bomber	40
chapter	40
conclus	40
corrupt	40
discrimin	40
divid	40
embargo	40
engag	40
hasnt	40
invad	40
jose	40
knowledg	40
layoff	40
marlin	40
militia	40
minimum	40
missouri	40
naval	40
one	40
parol	40
petroleum	40
preliminari	40
radar	40
repair	40
roger	40
trigger	40
ultim	40
afford	39
alert	39
arafat	39
australia	39
await	39
bag	39
begun	39
denni	39
discoveri	39
dutch	39
edwin	39
extradit	39
fresh	39
gene	39
gray	39
guest	39
gunmen	39
impress	39
lawrenc	39
lobbi	39
manila	39
manuel	39
mate	39
nativ	39
nd	39
owe	39
panamanian	39
pittsburgh	39
pleas	39
policemen	39
priest	39
publicli	39
reed	39
slip	39
smuggl	39
switch	39
titl	39
ventur	39
violent	39
yeutter	39
adjust	38
alien	38
appl	38
arent	38
asian	38
branch	38
bullet	38
categori	38
coal	38
concentr	38
concert	38
concess	38
definit	38
indiana	38
inspector	38
lend	38
liberti	38
lloyd	38
mainten	38
monetari	38
pack	38
princ	38
ranch	38
reopen	38
reput	38
spacecraft	38
spanish	38
specialist	38
volunt	38
weight	38
wors	38
yeltsin	38
accompani	37
anticip	37
automat	37
charact	37
elabor	37
endang	37
enjoy	37
extra	37
fruit	37
imposs	37
instruct	37
jordan	37
kohl	37
leg	37
longtim	37
margaret	37
metropolitan	37
occup	37
ought	37
pain	37
pakistan	37
planet	37
polish	37
prior	37
recoveri	37
reelect	37
shower	37
stalin	37
steve	37
sun	37
tennesse	37
unidentifi	37
wed	37
advic	36
bail	36
bay	36
convoy	36
coordin	36
counter	36
dark	36
difficulti	36
disclosur	36
edt	36
egyptian	36
expans	36
flown	36
harass	36
hezbollah	36
hindu	36
ident	36
inquiri	36
jerusalem	36
male	36
moor	36
numer	36
palac	36
pension	36
pere	36
persuad	36
physician	36
prayer	36
prohibit	36
revis	36
scientif	36
shevardnadz	36
shock	36
sikh	36
surfac	36
tanker	36
terri	36
truste	36
utah	36
weaken	36
welfar	36
wonder	36
youv	36
birthday	35
cast	35
craft	35
dividend	35
excess	35
famou	35
fan	35
favorit	35
fix	35
flow	35
fundamentalist	35
gate	35
gm	35
grave	35
greyhound	35
guidelin	35
harm	35
hide	35
host	35
idaho	35
instanc	35
isol	35
magellan	35
mall	35
membership	35
mental	35
nc	35
notifi	35
overthecount	35
plu	35
pork	35
princip	35
principl	35
quick	35
recycl	35
russel	35
sampl	35
satisfi	35
sensit	35
skill	35
stronger	35
tourist	35
tower	35
warren	35
wisconsin	35
adequ	34
anger	34
anthoni	34
anybodi	34
aristid	34
asia	34
asid	34
assess	34
classifi	34
colombia	34
complic	34
correspond	34
dick	34
diego	34
drawn	34
elderli	34
elizabeth	34
emperor	34
entri	34
feloni	34
glass	34
homosexu	34
household	34
hudson	34
impeach	34
inherit	34
irancontra	34
jimmi	34
liabil	34
louisiana	34
master	34
mercantil	34
modest	34
nordstrom	34
peak	34
peru	34
refug	34
routin	34
sex	34
solid	34
suburban	34
sweden	34
telescop	34
unrest	34
usual	34
wildlif	34
aspirin	33
barbara	33
bell	33
deport	33
dispatch	33
enterpris	33
exclud	33
fred	33
fundament	33
g	33
honduran	33
hunter	33
jam	33
laid	33
larri	33
marco	33
meat	33
medal	33
morgan	33
owen	33
ownership	33
patrick	33
predominantli	33
resort	33
rice	33
roh	33
sam	33
scatter	33
staterun	33
surrend	33
switzerland	33
theme	33
theyv	33
thunderstorm	33
upper	33
usda	33
wealthi	33
advantag	32
albert	32
armenian	32
ash	32
athlet	32
automobil	32
basebal	32
beef	32
blow	32
chair	32
condom	32
deconcini	32
denounc	32
digit	32
easili	32
femal	32
fiveyear	32
garcia	32
gift	32
gotten	32
greatest	32
grown	32
hang	32
hardlin	32
hell	32
humanitarian	32
ibm	32
irv	32
mar	32
musician	32
oliv	32
passag	32
recruit	32
richter	32
rightw	32
robinson	32
rocki	32
screen	32
sick	32
somebodi	32
stabl	32
theft	32
upheld	32
airplan	31
analysi	31
apolog	31
armor	31
azerbaijan	31
brand	31
bread	31
bruce	31
brush	31
buse	31
cargo	31
casualti	31
caution	31
cheer	31
christ	31
closer	31
costa	31
deduct	31
defici	31
deterior	31
enact	31
fals	31
fernandez	31
freez	31
function	31
funer	31
gari	31
grigory	31
happi	31
harvard	31
infant	31
integr	31
interst	31
intervent	31
junk	31
koch	31
ltd	31
maxwel	31
meant	31
midwest	31
namibia	31
orbit	31
orion	31
output	31
perestroika	31
prodemocraci	31
pump	31
scheme	31
shelter	31
simpl	31
soar	31
style	31
super	31
superpow	31
takeshita	31
tip	31
tonight	31
township	31
unanim	31
veget	31
warsaw	31
ali	30
belief	30
bottl	30
bottom	30
bradi	30
brazil	30
cheney	30
concret	30
content	30
cri	30
curb	30
destruct	30
dialogu	30
discourag	30
don	30
donor	30
egg	30
emot	30
enorm	30
era	30
except	30
gambl	30
guess	30
increasingli	30
jesu	30
kgb	30
label	30
load	30
magistr	30
managua	30
michel	30
pattern	30
pipelin	30
poison	30
policeman	30
premium	30
primarili	30
proof	30
rich	30
storag	30
supervis	30
sustain	30
symphoni	30
t	30
tamil	30
texaco	30
threw	30
tribun	30
vari	30
ward	30
wild	30
afraid	29
agenda	29
alaska	29
bloom	29
buri	29
carl	29
chancellor	29
chariti	29
chest	29
conced	29
conn	29
consecut	29
crackdown	29
dream	29
driven	29
ear	29
emigr	29
entitl	29
exceed	29
expel	29
flee	29
gesel	29
gross	29
hazard	29
judici	29
juror	29
kentucki	29
leverag	29
librari	29
mere	29
mid	29
morri	29
oregon	29
overturn	29
pa	29
parliamentari	29
phase	29
pregnant	29
rememb	29
ride	29
sat	29
sl	29
slide	29
stab	29
sullivan	29
surplu	29
suspens	29
syndrom	29
toppl	29
truth	29
usa	29
varieti	29
visitor	29
vital	29
younger	29
zone	29
annunzio	28
asbesto	28
aspect	28
badli	28
beij	28
brain	28
captiv	28
carbon	28
carlo	28
cia	28
crucial	28
dean	28
deliber	28
excit	28
expos	28
juan	28
kim	28
livestock	28
marijuana	28
mechan	28
medellin	28
mich	28
nikkei	28
nunn	28
opera	28
orlean	28
peninsula	28
pesticid	28
postal	28
presum	28
proper	28
recognit	28
