direction	664	2392
william	664	3883
gain	660	1828
statistics	660	1757
distinct	658	1361
arise	652	1512
connections	650	2364
original	649	1699
global	643	1592
nonlinear	643	2230
van	643	4401
connection	642	1604
motion	642	3176
israel	641	3092
nervous	641	1405
possibility	641	1509
connected	639	1387
factor	639	1541
world	638	2107
usa	635	2755
smaller	628	1349
mapping	627	1695
ensemble	625	2198
limit	625	1303
states	625	2705
aspects	624	1320
table	624	2446
stochastic	623	2017
forward	617	1643
observation	616	1498
complexity	615	1850
threshold	611	2590
potential	610	1581
slightly	610	1730
people	609	1627
steps	609	1424
trivial	609	1335
huji	608	2250
spike	606	3084
approximate	602	1349
minimum	600	1518
representations	598	1871
equations	596	1606
identified	595	1525
negative	595	1677
true	594	1420
implementation	593	1279
source	593	2031
optimization	592	1777
adaptive	590	1891
nec	590	2981
portion	590	1358
density	589	2155
weighted	586	1301
bialek	585	3949
letters	585	1354
objective	584	1200
compare	583	1897
experiment	583	1807
significantly	583	1333
samples	581	1869
simulation	580	1525
bits	579	1586
stimulus	579	3043
simulations	578	1584
vol	575	1448
dynamic	574	1823
target	573	2406
top	573	1245
region	572	1712
tasks	571	1671
things	569	1500
words	569	1862
bounded	568	1298
formulation	568	2095
binary	567	2483
correlation	567	1719
blocks	566	1364
dynamics	563	2363
identity	562	1207
goal	561	1443
learned	558	1759
power	558	1527
sensitive	558	1785
short	554	1465
design	551	1215
representing	551	1869
metric	548	1673
construction	547	1123
brain	546	1347
denote	546	1253
processes	546	1187
ultimately	546	1876
eds	545	1272
discrete	543	1312
covariance	540	1258
record	538	1156
view	538	1798
wide	537	1390
dimension	536	1503
precisely	535	1278
run	535	1080
context	534	1936
convergence	534	2068
drawn	531	1170
neurobiology	530	3274
regions	530	1634
estimation	528	1856
princeton	528	2715
pair	526	1305
product	526	1247
analyze	525	1421
spatial	521	1880
spikes	521	2604
upper	521	1228
measures	518	1238
activation	517	2143
independence	517	2812
multi	517	1541
propagation	517	1822
errors	516	1564
investigation	516	1527
decision	515	1901
prediction	514	2435
memory	513	2988
scheme	512	1196
turn	512	1127
potentials	511	2476
finite	508	1507
notions	508	1240
phase	508	2154
averaging	507	1043
contrast	506	1252
estimated	506	1165
framework	506	1232
loss	506	1644
qualitative	506	1228
solutions	505	1314
vision	505	1445
constraints	504	1290
search	504	1899
dependence	502	1109
account	498	1271
effects	498	1139
map	498	2479
address	497	1170
frequency	497	2274
responses	497	2307
quantitative	496	1920
repeated	496	1392
similarities	496	1053
role	495	992
layers	494	1251
williams	494	1042
differ	493	1000
biological	492	1099
criterion	488	1300
free	488	1138
prior	488	1731
classes	487	1512
content	486	1520
selection	485	1404
bar	484	1063
ideas	484	1975
joint	483	1319
convey	482	1605
velocity	481	1720
denotes	480	1334
projection	478	1551
testing	478	965
condition	475	1065
squared	475	1040
area	474	1135
correctly	474	1264
window	474	1352
activity	472	2621
resolution	472	1629
transformation	472	1225
vocabularies	472	1300
carries	469	1532
generating	468	1037
levels	467	1068
sensitivity	466	1273
underlying	466	1002
images	465	2961
trains	465	1056
cortex	464	2024
begin	462	1136
energy	462	1904
examine	462	1189
location	462	1483
fields	461	1389
hebrew	461	3167
cost	460	1880
detailed	460	975
modeling	460	1289
objects	459	1650
scope	458	1469
accessible	457	1392
answer	456	1324
cross	456	1435
lines	456	1028
markov	456	1719
theorem	456	1950
constraint	454	1244
recall	454	960
bias	453	1225
variations	452	1917
observers	450	1415
supervised	450	1042
segment	447	1302
symmetric	447	1303
word	447	2522
human	446	1569
impact	446	1136
internal	446	1181
communication	445	915
movie	445	1089
domain	444	1300
estimates	444	1643
plot	444	1111
bottom	442	935
fit	441	1325
speed	440	1060
curves	439	1170
divergence	439	1490
trial	438	1535
speech	436	2897
exp	435	1207
bayesian	433	2198
hinton	433	1076
recording	433	897
group	432	1018
probabilities	432	1502
dimensions	430	1046
evidence	430	1126
sufficiently	430	1411
trace	430	966
identify	427	1145
pages	427	1181
ai	426	1094
plate	426	1221
update	425	1256
accuracy	424	1259
entire	424	864
graph	424	1262
generates	423	1110
likelihood	423	1983
extra	421	902
place	421	979
distinguishing	419	1132
expression	417	849
database	416	1023
definition	416	1849
discretizing	416	931
call	415	853
classifier	415	1875
precision	415	846
property	415	1053
denoted	414	887
repeatedly	414	843
individuals	411	1830
descent	410	1251
regression	410	1738
pairs	409	943
analog	407	2071
axis	406	872
emerge	406	1277
polynomial	406	1063
predictions	406	1003
vertical	405	1338
choosing	404	840
normal	401	992
synaptic	401	2306
mathematical	400	956
origin	400	961
firing	397	2237
machines	397	997
predict	397	819
stage	397	1140
feedforward	395	1084
nodes	395	2236
selectivity	395	1075
stable	395	950
symbols	394	1630
connectionist	393	1218
euclidean	393	791
instance	393	917
operation	393	949
nearest	391	1101
simulated	391	847
mechanism	390	804
object	390	2141
active	389	1338
exact	389	796
max	389	826
receptive	389	1478
width	389	826
stands	387	791
uniform	387	861
unsupervised	386	891
inverse	385	1023
sejnowski	385	921
simulating	385	915
filter	384	1523
bell	383	843
attention	382	1529
electrode	381	859
hypothesis	381	962
nets	381	1303
subject	381	878
unknown	381	837
surface	380	1054
backpropagation	379	1165
circuits	379	1351
empirical	378	884
numbered	378	1177
encode	377	1540
calculation	375	984
jordan	375	965
moving	373	1538
maps	372	1238
robust	372	920
substantially	372	835
detection	371	1178
unstable	371	993
row	370	800
coefficients	368	1001
ratio	368	866
involved	367	1441
priori	367	1084
development	365	873
jersey	364	2498
scaling	364	1025
element	363	743
noted	362	766
named	360	1180
observations	360	758
transformations	359	813
walk	359	890
draw	358	921
fly	358	1717
recordings	358	1001
feed	357	739
reproducible	357	956
codes	356	1752
encoding	356	1031
perfectly	356	1089
white	356	760
bars	355	1139
quantify	355	1268
feedback	354	1414
node	354	2219
conventional	353	799
path	353	1122
sources	353	2013
unlike	353	978
lin	352	912
pass	352	721
dimensionality	351	753
nonetheless	350	1021
female	349	892
rumelhart	348	934
key	347	729
plane	347	759
shape	347	912
amounts	346	784
jensen	346	720
equivalence	345	1354
iteration	345	1031
smooth	345	777
projections	344	693
interval	341	696
subspace	341	725
strategy	340	835
baseline	339	807
converge	339	696
drive	339	1212
raw	339	969
beginning	337	912
column	336	686
decay	336	855
runs	336	709
universal	335	1516
background	332	747
diagonal	332	1007
entropy	332	1392
environment	332	1116
matrices	332	674
radial	332	831
share	332	1289
dark	331	1034
iterative	331	806
bit	329	1632
proof	329	1030
centered	328	757
correlated	328	1001
sampling	327	1002
deterministic	325	684
posterior	325	1322
interpreted	324	737
directions	322	798
distances	320	795
msec	320	984
columns	319	731
similarity	319	1910
probabilistic	318	898
valued	317	645
tech	316	733
gave	315	729
moody	315	675
positions	315	683
conditional	314	1012
principal	314	1107
tree	314	1691
connectivity	313	681
derivatives	313	855
edge	313	916
circuit	312	1959
guide	312	733
recurrent	311	1889
population	310	1252
squares	309	780
text	309	990
transition	309	1074
family	308	776
derivative	307	666
intensity	307	1448
period	307	762
move	306	651
normalization	306	779
programming	305	854
iterations	304	836
counted	303	757
extract	302	800
kullback	302	825
delay	301	1166
measuring	301	857
david	300	655
match	300	704
measurement	298	655
providing	297	830
areas	296	661
min	296	615
timing	295	855
waveform	295	960
scene	294	1951
eigenvectors	293	632
locations	293	1017
rich	293	1108
sec	293	1146
efficiency	292	1840
identification	292	708
don	291	666
groups	291	630
orientation	291	1419
shift	291	667
gained	290	665
stored	290	787
constrained	289	647
correlations	289	807
evaluation	289	718
relationships	289	615
block	288	975
quadratic	288	839
bounds	287	1136
chain	287	775
hardware	286	763
rev	286	694
collecting	285	735
eigenvalues	285	746
filters	285	939
cycles	284	636
letter	284	1073
neuronal	283	855
spiking	283	1142
gaining	282	619
reproduced	281	984
asymptotic	280	714
interactions	280	676
trials	280	884
combinations	279	589
coordinates	279	857
michael	279	560
noting	279	712
iii	278	613
eq	277	1405
algebra	275	574
differential	275	674
thomas	275	578
integral	274	811
dynamical	272	881
sequential	272	689
working	272	566
constructing	270	590
exponentially	270	575
hierarchical	270	751
lateral	270	865
reliably	270	730
identifiable	268	1133
labeled	267	646
vlsi	267	1013
weak	267	1214
interaction	266	581
labels	266	560
string	266	1322
arrival	265	678
validation	265	1111
adaptation	264	912
fraction	264	797
invariant	264	806
pixels	264	949
force	263	628
capacity	262	1157
cortical	262	1378
existing	262	563
operations	262	588
uniformly	261	557
depth	260	899
matching	260	911
densities	259	570
flies	259	1509
mix	259	572
reader	259	588
shannon	259	772
channel	258	1058
inference	258	759
mode	257	787
approximating	256	599
extracted	256	522
regular	255	633
additive	254	517
guarantee	254	513
neighbor	254	802
sparse	254	728
tracking	253	642
minimization	252	558
optimality	252	509
perceptron	252	777
procedures	252	527
rank	252	571
trees	252	827
amplitude	251	672
functionally	251	572
neurophysiol	251	600
static	251	666
translation	251	795
formation	250	508
light	250	863
soft	250	653
frequencies	249	684
associative	248	940
digits	248	699
face	248	1078
rotation	248	961
character	247	923
multilayer	247	545
approximations	246	530
handwritten	246	657
argument	245	522
pixel	245	1055
base	244	641
em	244	1333
frame	243	780
peak	243	681
explained	242	728
phys	242	807
transfer	242	801
bright	241	872
fold	241	651
dissimilarity	240	704
regularization	239	669
ann	238	574
boundary	238	637
concept	238	655
physiol	238	611
trajectory	238	1126
variability	238	705
multiplying	237	632
contiguous	236	741
minima	236	553
array	235	745
codebook	235	647
millisecond	235	980
perception	235	548
traditional	235	513
winner	235	640
guaranteed	234	549
span	234	734
separation	233	815
transmits	232	559
directional	231	998
hope	231	607
inhibitory	231	970
talk	231	1276
knew	230	484
generation	229	463
retina	229	723
stationary	229	751
tuned	229	542
closed	228	495
markovian	228	527
synapses	228	1174
expansion	227	510
axes	226	551
kernel	226	1534
presentations	226	1081
gaussians	225	546
structural	224	479
actions	223	933
eye	223	1389
overlap	223	485
sigmoidal	223	605
storage	223	641
contours	222	498
cos	222	522
explored	222	457
principles	222	447
cycle	219	601
edges	219	675
windows	219	1067
loop	218	651
leen	217	580
mathematics	217	461
multivariate	217	499
stress	217	618
vapnik	217	627
gray	216	566
tesauro	216	480
cun	215	449
classifiers	214	1104
koch	214	563
movement	214	764
analytic	213	565
neighborhood	213	517
proceed	213	429
clustering	212	1021
correspondingly	212	633
detectors	212	427
informative	212	650
mozer	212	558
vertebrate	212	521
arguments	211	503
logistic	211	484
excitatory	210	926
norm	210	487
stability	210	553
targets	210	555
transitions	210	535
express	209	588
decomposition	208	618
effort	208	487
tuning	208	718
contour	207	605
link	207	712
recursive	207	426
segments	207	652
batch	206	503
grid	206	793
measurements	206	517
statistically	206	475
rieke	205	472
spatially	204	427
distinguished	202	677
language	202	772
trajectories	202	696
filtering	201	604
stopping	201	465
competitive	200	612
estimator	200	540
front	200	411
harmonic	200	406
traces	200	893
wavelet	200	547
angle	199	501
der	199	425
sophisticated	199	502
eigenvalue	198	651
meaning	198	513
split	198	432
strategies	198	500
belief	197	608
hmm	197	1118
implementations	197	422
land	197	547
rl	197	650
speaker	197	831
digital	196	622
lee	196	573
patch	196	460
voltage	196	1259
informatics	195	419
law	195	405
mixtures	195	733
patches	195	444
tresp	195	582
bayes	194	645
formal	194	401
discrimination	193	509
impulse	193	452
label	193	517
member	193	471
pca	193	1064
semi	193	539
synapse	193	907
intervals	192	477
post	191	450
adjacent	190	394
cluster	190	873
inhibition	190	776
appropriately	189	487
assignment	189	457
extraction	189	545
http	189	594
returns	189	507
victor	189	463
anderson	187	445
english	187	430
operator	187	609
return	187	388
arm	186	746
blind	186	565
spline	186	562
temperature	186	608
denker	185	425
hopfield	185	811
membrane	185	779
remainder	185	472
bin	184	1072
hebbian	184	632
inf	184	543
weighting	184	423
hybrid	183	650
online	183	493
rbf	183	1167
candidate	182	414
channels	182	698
christopher	182	480
partition	182	468
smoothing	182	503
activated	181	430
domains	181	414
events	181	550
hypotheses	181	429
mlp	181	914
priors	181	463
selective	181	566
transient	181	914
acad	180	388
epoch	180	366
predictor	180	419
ref	180	583
contributions	179	359
perceptrons	179	518
projected	179	554
boundaries	177	454
excitation	177	404
giles	177	446
uncorrelated	177	371
activities	176	476
agnostic	176	452
counting	176	773
delayed	176	374
flow	176	623
layered	176	353
lett	176	547
matched	176	481
personal	175	585
rows	175	461
diettrich	174	415
directed	174	407
segmentation	174	787
epochs	173	522
frames	173	517
parametric	173	385
preferred	173	355
projecting	173	420
symmetry	173	361
circuitry	172	443
asymptotically	171	349
monotonic	171	491
neighbors	171	405
sides	171	349
spectrum	171	646
wahba	171	345
charge	170	403
ica	170	747
kernels	170	685
momentum	170	387
transmission	170	353
willshaw	170	355
illumination	169	361
miller	169	408
modulation	169	531
user	169	609
bartlett	168	365
clusters	168	638
conveys	168	532
event	168	456
growing	168	405
bins	167	1043
boolean	167	613
software	167	355
sound	167	659
adjustable	166	511
branch	166	336
confidence	166	534
convex	166	501
list	166	360
physiological	166	350
boltzmann	165	611
periodic	165	352
reconstructed	164	524
robot	164	1089
isotropic	163	499
annealing	162	555
delays	162	445
mutual	162	523
cmu	161	328
links	161	363
outer	161	422
phases	161	329
centers	160	496
compression	160	435
correspondence	160	544
invariance	160	378
reconstruction	160	650
thresholds	160	328
activations	159	407
categories	159	365
neurosci	158	345
organizing	158	456
perceptual	158	460
sensors	158	329
instances	157	468
preprocessing	157	443
resources	157	327
road	157	428
gate	156	786
missing	156	531
coupling	155	451
exploring	155	567
oriented	155	352
uncertainty	155	398
access	154	334
category	154	505
costs	154	322
dependency	154	332
movements	154	587
competition	153	503
controller	153	1015
module	153	708
predictive	153	495
save	153	336
acoustic	152	582
dot	152	370
head	152	820
humans	152	310
panel	152	486
subjects	152	888
carlo	151	548
chance	151	308
fire	151	430
visible	151	438
equilibrium	150	505
experts	150	767
eyes	150	451
lemma	150	532
poggio	150	434
tanh	150	360
topology	150	432
consistency	149	299
exploration	149	443
interpolation	149	430
parity	149	397
distinction	148	628
greedy	148	333
monte	148	551
expert	147	764
optical	147	528
translated	147	321
penalty	146	456
relaxation	146	352
spectral	146	555
symbol	146	445
avoids	145	352
cottrell	144	319
dataset	144	496
overfitting	144	428
cat	143	334
digit	143	550
hyperplane	143	302
mds	143	470
phoneme	143	518
fourier	142	346
graphs	142	384
wire	142	315
completion	140	312
optimum	140	284
behavioral	139	315
retinal	139	431
ens	138	844
incremental	138	299
mixing	138	402
paths	138	404
pure	138	285
rejected	138	855
teacher	138	679
auditory	137	877
expressions	137	278
sutton	137	611
arrays	136	282
color	136	418
learner	136	509
barto	135	471
dayan	135	362
device	135	351
items	135	470
looked	135	282
mead	135	463
salient	135	313
worst	135	283
prototype	134	347
surfaces	134	297
history	133	312
job	133	305
median	133	269
body	132	354
multidimensional	132	583
ordinal	132	327
processor	132	454
false	131	444
memories	131	397
merging	131	311
onset	131	303
published	131	318
gradients	130	291
hasselmo	130	307
oxford	130	295
wave	130	379
wij	130	359
crucially	129	330
electronic	129	264
graphical	129	361
sensor	129	459
smith	129	260
gates	128	437
maass	128	326
steady	128	308
stream	128	333
autonomous	127	312
axons	127	371
backward	127	330
biases	127	300
currents	127	412
outcomes	127	281
switching	127	269
coded	126	253
cox	126	383
emphasis	126	272
smoothness	126	265
terrence	126	324
appearance	125	266
correction	125	255
mackay	125	436
accounted	124	290
circle	124	258
printed	124	266
risk	124	712
carrying	123	343
ground	123	291
avg	122	538
coarse	122	310
estimators	122	368
explosion	122	336
induction	122	283
jjx	122	394
quantization	122	347
retrieval	122	484
toronto	122	245
entries	121	419
geman	121	290
mechanics	121	254
modular	121	334
sch	121	260
service	121	399
discriminant	120	359
orientations	120	283
schedule	120	422
shapes	120	274
template	120	546
vowel	120	410
yaniv	120	425
camera	119	353
engine	119	287
moore	119	365
oscillations	119	345
voltages	119	314
cut	118	241
divide	118	253
formalism	118	303
shared	118	237
style	118	257
accounting	117	253
conditionally	117	373
industrial	117	309
kohonen	117	413
berkeley	116	237
modules	116	586
regime	116	402
dendritic	115	555
detector	115	322
eigenfaces	115	275
forrest	115	446
grey	115	316
jacobs	115	323
magnitudes	115	246
roles	115	238
stimulation	115	324
hertz	114	249
ion	114	239
residual	114	263
seeger	114	252
spanned	114	284
transistor	114	330
users	114	232
variational	113	362
wolpert	113	228
avoiding	112	226
baum	112	341
simulator	112	296
utterance	112	250
board	111	363
jaakkola	111	257
score	111	376
slope	111	236
superimposed	111	296
synthetic	111	272
systematically	111	288
transistors	111	269
usps	111	309
silicon	110	432
animal	109	294
anonymous	109	273
interference	109	242
naive	109	262
physica	109	296
scores	109	306
sounds	109	315
modes	108	386
rewards	108	230
schedules	108	249
separable	108	259
chen	107	247
dependencies	107	305
friedman	107	289
hessian	107	358
nowlan	107	248
thick	107	252
video	107	387
cmos	106	362
cues	106	394
day	106	256
nucleus	106	264
populations	106	245
dual	105	337
gibbs	105	349
obstacle	105	301
plasticity	105	383
pruning	105	511
auto	104	218
band	104	264
behaviors	104	224
dissimilarities	104	381
hierarchy	104	301
ml	104	286
monkey	104	238
mouth	104	312
prop	104	210
pulse	104	567
attractor	103	531
bishop	103	261
perceptton	103	256
polynomials	103	309
strings	103	426
bases	102	339
emotion	102	302
forecasting	102	240
logic	102	255
oscillation	102	321
reward	102	622
serial	102	265
speakers	102	318
subsampling	102	231
attributes	101	344
generalisation	101	348
neal	101	284
tap	101	229
vocabulary	101	290
bands	100	211
facilitates	100	243
localization	100	368
planning	100	388
production	100	319
scenes	100	309
unclear	100	231
chips	99	362
distortion	99	231
growth	99	247
hebb	99	269
nerve	99	275
pathway	99	316
perturbation	99	325
scatter	99	320
characters	98	567
damage	98	285
grossberg	98	244
hyperplanes	98	236
muscle	98	329
observable	98	344
partitioning	98	215
sites	98	242
terminal	98	297
animals	97	213
article	97	242
asymmetric	97	229
infomax	97	317
oscillatory	97	370
piecewise	97	257
segmented	97	205
views	97	448
coherent	96	194
convolution	96	256
observational	96	262
phonetic	96	409
tissue	96	231
ave	95	197
imaging	95	193
movies	95	237
offset	95	224
pose	95	195
synergy	95	573
capacitor	94	192
crossing	94	264
gamma	94	528
iff	94	206
inversion	94	240
khz	94	211
manifold	94	376
permutation	94	195
site	94	262
svm	94	441
symbolic	94	310
agent	93	518
bandwidth	93	223
cbms	93	258
expf	93	286
spectra	93	196
temporally	93	252
demanding	92	353
failure	92	273
operators	92	262
opt	92	230
phone	92	254
reconstructs	92	197
remark	92	357
cohen	91	208
flat	91	202
html	91	191
languages	91	313
navigation	91	283
pairwise	91	312
referees	91	250
believed	90	206
datasets	90	221
newton	90	184
preference	90	265
ring	90	247
stopped	90	302
supports	90	193
amari	89	291
automata	89	296
consumption	89	186
faces	89	423
generative	89	356
maxima	89	215
pyramidal	89	284
tangent	89	590
unbiased	89	193
zeros	89	269
approximators	88	182
decoding	88	358
glass	88	248
neurocolt	88	180
release	88	249
degradation	87	193
interface	87	212
krogh	87	252
presynaptic	87	294
arc	86	256
continued	86	175
lag	86	175
oscillators	86	346
velocities	86	176
covariances	85	192
linked	85	181
mse	85	301
oscillator	85	337
reaction	85	209
spoken	85	304
wolfgang	85	188
abeles	84	219
augmented	84	195
branches	84	312
constructive	84	206
elimination	84	246
gap	84	177
hmms	84	433
lecun	84	173
load	84	319
male	84	198
pathways	84	209
speeds	84	169
burges	83	171
concrete	83	198
conductance	83	367
hamming	83	195
insights	83	188
lagrange	83	203
policies	83	327
psychophysical	83	214
surround	83	352
ucsd	83	183
analogue	82	206
ascent	82	167
clustered	82	166
fabricated	82	178
fault	82	317
fires	82	183
fisher	82	291
kronecker	82	297
margin	82	523
processors	82	319
saddle	82	204
spontaneous	82	167
suboptimal	82	174
suffices	82	204
tolerance	82	226
watkins	82	259
alignment	81	267
asynchronous	81	248
displacement	81	164
excess	81	200
minus	81	224
multiplier	81	193
overcomplete	81	167
penalized	81	170
poisson	81	216
price	81	244
rat	81	353
resistance	81	178
afferent	80	250
anti	80	195
phonemes	80	195
recognizer	80	270
viola	80	248
clamped	79	168
cpd	79	313
formalize	79	165
gating	79	396
mahowald	79	199
profile	79	209
resource	79	197
singer	79	190
spurious	79	165
adult	78	169
angular	78	212
command	78	301
floating	78	247
genetic	78	391
labeling	78	172
layout	78	261
sgn	78	245
sheffield	78	198
signs	78	163
topographic	78	286
waibel	78	268
waves	78	185
affine	77	239
cellular	77	172
doesn	77	185
hart	77	185
logp	77	178
phrase	77	219
red	77	224
sinusoidal	77	161
svms	77	190
attraction	76	190
attractors	76	370
emergence	76	155
kurtosis	76	187
occupied	76	226
partitions	76	168
postsynaptic	76	305
queries	76	296
quinlan	76	178
reliability	76	197
rotations	76	200
singh	76	312
topologies	76	170
volumes	76	167
attribute	75	228
candidates	75	163
cascade	75	263
confirm	75	189
factorized	75	164
market	75	169
simard	75	233
super	75	185
ambiguity	74	163
backprop	74	192
chains	74	171
chaotic	74	258
efficacy	74	190
embedding	74	162
ghahramani	74	180
hansen	74	177
virtual	74	367
win	74	187
binocular	73	184
clock	73	206
correlates	73	154
credit	73	185
discontinuities	73	180
execution	73	225
exemplars	73	212
grouping	73	311
johnson	73	151
pool	73	226
roy	73	167
statistic	73	156
stem	73	151
unexpected	73	163
bus	72	243
cochlear	72	267
contact	72	157
convergent	72	149
elman	72	199
escape	72	155
evaluations	72	159
kinematics	72	221
pulses	72	240
texture	72	400
alpha	71	170
appendix	71	148
conductances	71	212
curvature	71	250
latency	71	214
multipliers	71	194
null	71	168
sends	71	191
softmax	71	184
splitting	71	159
unlabeled	71	197
canonical	70	167
constraining	70	179
correcting	70	160
covering	70	150
entry	70	152
explaining	70	152
injection	70	167
nonparametric	70	157
quadrant	70	265
receptors	70	170
sompolinsky	70	146
appealing	69	140
calls	69	184
cooper	69	185
days	69	152
determinant	69	170
reflection	69	311
symmetries	69	292
wang	69	193
warmuth	69	156
committee	68	381
designer	68	182
library	68	153
liu	68	157
perturbations	68	192
profiles	68	143
regional	68	283
sentences	68	266
striate	68	169
tank	68	195
tuple	68	198
car	67	312
electric	67	195
fiber	67	205
longest	67	217
mel	67	203
primitive	67	204
removal	67	183
rigid	67	195
shortest	67	141
sonar	67	201
spherical	67	160
stimulated	67	136
streams	67	156
dendrites	66	295
encoder	66	174
green	66	187
irregular	66	155
receptor	66	342
sentence	66	238
spin	66	263
yang	66	167
burst	65	260
deconvolution	65	266
environmental	65	137
fell	65	134
gabor	65	208
iid	65	146
lattice	65	211
lexical	65	142
metrics	65	139
mobile	65	204
parent	65	210
proposition	65	221
query	65	417
secondary	65	185
somatosensory	65	213
splines	65	266
transparent	65	139
aware	64	159
axon	64	248
ballard	64	143
bengio	64	277
drain	64	149
ganglion	64	249
lets	64	134
optic	64	170
receiver	64	159
sensing	64	193
switches	64	129
synchronization	64	192
waveforms	64	160
weigend	64	184
wiring	64	195
conditioning	63	198
cpu	63	130
diameter	63	158
diffusion	63	234
heavy	63	157
messages	63	187
passive	63	137
star	63	186
widths	63	141
assignments	62	127
bellman	62	181
darken	62	150
grammar	62	373
horizon	62	136
latent	62	381
margins	62	155
message	62	270
monkeys	62	137
prone	62	175
pursuit	62	304
utterances	62	184
acceleration	61	137
binding	61	322
cue	61	339
engines	61	212
ensembles	61	142
examines	61	159
hippocampus	61	172
pearlmutter	61	140
splits	61	148
uci	61	134
andreou	60	129
composite	60	224
interactive	60	122
intersection	60	134
outliers	60	237
peripheral	60	158
pressure	60	132
rational	60	174
uniqueness	60	151
amplifier	59	176
chemical	59	148
controllers	59	194
discharge	59	130
flips	59	129
interconnections	59	128
mismatch	59	147
motions	59	137
murray	59	160
periodicity	59	130
planar	59	145
sphere	59	168
truncated	59	120
vertices	59	147
anova	58	121
balanced	58	127
